time,client_ip,server_ip,d,connection,mtu,g,raw_ip
[2017/08/23 22:55:52],192.168.0.17/61490,169.55.70.149/80,subj=srv,uptime=1 days 0 hrs 21 min (modulo 35 days),1355.56 ,,
[2017/08/23 22:55:52],192.168.0.17/61476,69.172.216.55/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[close],P3P=[CP=""COM NAV INT STA NID OUR IND NOI""],?Pragma,?Cache-Control,X-Server-Name=[app19dal.dal.303net.pvt]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:55:52],192.168.0.17/61496,45.79.202.9/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61496,45.79.202.9/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61492,69.172.216.111/80,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61492,69.172.216.111/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61492,69.172.216.111/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:52],192.168.0.17/61497,69.172.216.111/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61497,69.172.216.111/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61493,69.172.216.111/80,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61493,69.172.216.111/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61493,69.172.216.111/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:52],192.168.0.17/61494,63.251.240.12/80,subj=srv,os=Linux 3.x,11,params=tos:0x08,"raw_sig=4:53+11:0:1460:mss*10,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61494,63.251.240.12/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61494,63.251.240.12/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:52],192.168.0.17/61495,69.172.216.55/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61495,69.172.216.55/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61496,45.79.202.9/443,subj=srv,os=???,9,params=tos:0x08,"raw_sig=4:55+9:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61496,45.79.202.9/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61496,45.79.202.9/443,subj=cli,uptime=17 days 2 hrs 25 min (modulo 62 days),777.78 ,,
[2017/08/23 22:55:52],192.168.0.17/61491,69.172.216.111/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[close],P3P=[CP=""COM NAV INT STA NID OUR IND NOI""],?Pragma,?Cache-Control,X-Server-Name=[dt56dal.dal.303net.pvt]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:55:52],192.168.0.17/61497,69.172.216.111/80,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61497,69.172.216.111/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61497,69.172.216.111/80,subj=cli,uptime=17 days 2 hrs 25 min (modulo 62 days),795.45 ,,
[2017/08/23 22:55:52],192.168.0.17/61497,69.172.216.111/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:52],192.168.0.17/61492,69.172.216.111/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[close],P3P=[CP=""COM NAV INT STA NID OUR IND NOI""],?Pragma,?Cache-Control,X-Server-Name=[dt63dal.dal.303net.pvt]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:55:52],192.168.0.17/61493,69.172.216.111/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[close],P3P=[CP=""COM NAV INT STA NID OUR IND NOI""],?Pragma,?Cache-Control,X-Server-Name=[dt64dal.dal.303net.pvt]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:55:52],192.168.0.17/61494,63.251.240.12/80,subj=srv,uptime=46 days 18 hrs 56 min (modulo 49 days),977.78 ,,
[2017/08/23 22:55:52],192.168.0.17/61498,54.86.173.223/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61498,54.86.173.223/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61498,54.86.173.223/80,subj=cli,uptime=17 days 2 hrs 25 min (modulo 62 days),811.59 ,,
[2017/08/23 22:55:52],192.168.0.17/61497,69.172.216.111/80,subj=srv,app=nginx 1.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[close],P3P=[CP=""COM NAV INT STA NID OUR IND NOI""],?Pragma,?Cache-Control,X-Server-Name=[dt56dal.dal.303net.pvt]:Keep-Alive,Accept-Ranges:nginx"
[2017/08/23 22:55:52],192.168.0.17/61498,54.86.173.223/80,subj=srv,os=???,19,params=tos:0x08,"raw_sig=4:236+19:0:1460:mss*20,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61498,54.86.173.223/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61498,54.86.173.223/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:52],192.168.0.17/61499,52.71.171.101/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61499,52.71.171.101/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61499,52.71.171.101/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),923.08 ,,
[2017/08/23 22:55:52],192.168.0.17/61500,52.10.154.150/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61500,52.10.154.150/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61499,52.71.171.101/80,subj=srv,os=???,19,params=tos:0x08,"raw_sig=4:45+19:0:1460:26847,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61499,52.71.171.101/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61498,54.86.173.223/80,subj=srv,uptime=149 days 6 hrs 34 min (modulo 198 days),262.50 ,,
[2017/08/23 22:55:52],192.168.0.17/61499,52.71.171.101/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[*/*],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:52],192.168.0.17/61499,52.71.171.101/80,subj=srv,uptime=80 days 6 hrs 33 min (modulo 198 days),243.24 ,,
[2017/08/23 22:55:52],192.168.0.17/61499,52.71.171.101/80,subj=srv,app=nginx 0.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,Transfer-Encoding=[chunked],Connection=[keep-alive],Access-Control-Allow-Methods=[GET],Access-Control-Allow-Credentials=[true],X-Sp-Mms-Node=[mms-7h9.node.iad.consul],?Cache-Control,?Pragma,?Expires,X-Sp-Mms-Env=[1],?Set-Cookie,?Set-Cookie,?Set-Cookie,?Set-Cookie,?Set-Cookie,?Set-Cookie,Content-Encoding=[gzip]:Keep-Alive,Accept-Ranges:openresty"
[2017/08/23 22:55:52],192.168.0.17/61501,69.172.216.55/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61501,69.172.216.55/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61501,69.172.216.55/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),931.82 ,,
[2017/08/23 22:55:52],192.168.0.17/61500,52.10.154.150/80,subj=srv,os=???,22,params=tos:0x08,"raw_sig=4:42+22:0:1460:26847,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61500,52.10.154.150/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61500,52.10.154.150/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8]:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:52],192.168.0.17/61502,54.230.83.188/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61502,54.230.83.188/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61502,54.230.83.188/443,subj=srv,os=???,10,params=tos:0x08,"raw_sig=4:245+10:0:1460:mss*20,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61502,54.230.83.188/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61503,34.199.168.201/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61503,34.199.168.201/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61504,34.195.135.161/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61504,34.195.135.161/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61505,129.146.18.47/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61505,129.146.18.47/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61501,69.172.216.55/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61501,69.172.216.55/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61501,69.172.216.55/443,subj=srv,uptime=13 days 10 hrs 53 min (modulo 49 days),1000.00 ,,
[2017/08/23 22:55:52],192.168.0.17/61503,34.199.168.201/443,subj=srv,os=???,19,params=tos:0x08,"raw_sig=4:236+19:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61503,34.199.168.201/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61504,34.195.135.161/443,subj=srv,os=???,19,params=tos:0x08,"raw_sig=4:45+19:0:1460:17898,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61504,34.195.135.161/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61504,34.195.135.161/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),920.00 ,,
[2017/08/23 22:55:52],192.168.0.17/61500,52.10.154.150/80,subj=srv,uptime=52 days 13 hrs 49 min (modulo 198 days),247.42 ,,
[2017/08/23 22:55:52],192.168.0.17/61500,52.10.154.150/80,subj=srv,app=nginx 0.x,,params=dishonest,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[keep-alive],Access-Control-Allow-Origin=[*],Access-Control-Allow-Methods=[*]:Keep-Alive,Accept-Ranges:openresty"
[2017/08/23 22:55:52],192.168.0.17/61505,129.146.18.47/443,subj=srv,os=???,14,params=tos:0x08,"raw_sig=4:50+14:0:8960:mss*3,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:52],192.168.0.17/61505,129.146.18.47/443,subj=srv,link=jumbo Ethernet,9000,,
[2017/08/23 22:55:52],192.168.0.17/61505,129.146.18.47/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),891.89 ,,
[2017/08/23 22:55:52],192.168.0.17/61494,63.251.240.12/80,subj=srv,app=nginx 0.x,,params=none,"raw_sig=1:Server,Date,Content-Type,?Content-Length,Connection=[keep-alive],?Cache-Control,X-Powered-By=[Undertow/1],?Set-Cookie,?Set-Cookie,P3P=[policyref=/w3c/p3p.xml, CP=NOI DSP COR NID CURa ADMa DEVa PSAa PSDa OUR BUS COM INT OTC PUR STA],?Location,Access-Control-Allow-Credentials=[true],P3P=[policyref=/w3c/p3p.xml, CP=NOI DSP COR NID CURa ADMa DEVa PSAa PSDa OUR BUS COM INT OTC PUR STA]:Keep-Alive,Accept-Ranges:nginx/1.10.1"
[2017/08/23 22:55:52],192.168.0.17/61498,54.86.173.223/80,subj=srv,app=???,,params=anonymous,"raw_sig=1:?Location,Content-Type,?Content-Length,Date:Connection,Keep-Alive,Accept-Ranges:"
[2017/08/23 22:55:52],192.168.0.17/61506,69.172.216.55/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61506,69.172.216.55/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61506,69.172.216.55/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),898.09 ,,
[2017/08/23 22:55:52],192.168.0.17/61507,199.166.0.200/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61507,199.166.0.200/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:52],192.168.0.17/61508,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:52],192.168.0.17/61508,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61506,69.172.216.55/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61506,69.172.216.55/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61506,69.172.216.55/443,subj=srv,uptime=13 days 10 hrs 53 min (modulo 49 days),989.74 ,,
[2017/08/23 22:55:53],192.168.0.17/61507,199.166.0.200/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61507,199.166.0.200/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61507,199.166.0.200/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),918.92 ,,
[2017/08/23 22:55:53],192.168.0.17/61508,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61508,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61508,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),931.82 ,,
[2017/08/23 22:55:53],192.168.0.17/61509,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61509,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61509,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),929.58 ,,
[2017/08/23 22:55:53],192.168.0.17/61509,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61509,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61510,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61510,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61510,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),885.71 ,,
[2017/08/23 22:55:53],192.168.0.17/61511,199.166.0.200/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61511,199.166.0.200/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61512,69.172.216.55/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61512,69.172.216.55/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61513,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61513,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61514,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61514,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61515,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61515,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61510,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61510,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61511,199.166.0.200/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61511,199.166.0.200/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61511,199.166.0.200/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),906.25 ,,
[2017/08/23 22:55:53],192.168.0.17/61512,69.172.216.55/443,subj=srv,os=Linux 3.x,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*10,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61512,69.172.216.55/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61512,69.172.216.55/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),882.35 ,,
[2017/08/23 22:55:53],192.168.0.17/61513,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61513,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61513,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),882.35 ,,
[2017/08/23 22:55:53],192.168.0.17/61516,54.88.140.113/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61516,54.88.140.113/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61516,54.88.140.113/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),885.71 ,,
[2017/08/23 22:55:53],192.168.0.17/61517,185.167.164.42/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61517,185.167.164.42/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61514,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61514,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61515,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61515,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61516,54.88.140.113/80,subj=srv,os=???,19,params=tos:0x08,"raw_sig=4:236+19:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61516,54.88.140.113/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61516,54.88.140.113/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:55:53],192.168.0.17/61517,185.167.164.42/443,subj=srv,os=???,15,params=tos:0x08,"raw_sig=4:49+15:0:1460:65535,12:mss,nop,nop,ts,nop,ws:df:0"
[2017/08/23 22:55:53],192.168.0.17/61517,185.167.164.42/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61517,185.167.164.42/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),883.72 ,,
[2017/08/23 22:55:53],192.168.0.17/61516,54.88.140.113/80,subj=srv,uptime=1 days 6 hrs 12 min (modulo 198 days),256.41 ,,
[2017/08/23 22:55:53],192.168.0.17/61516,54.88.140.113/80,subj=srv,app=???,,params=none,"raw_sig=1:?Cache-Control,Date,?Expires,?Location,Server,?Set-Cookie,?Content-Length,Connection=[keep-alive]:Content-Type,Keep-Alive,Accept-Ranges:nginx/1.10.3"
[2017/08/23 22:55:53],192.168.0.17/61518,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:53],192.168.0.17/61518,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:53],192.168.0.17/61518,69.172.216.111/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),863.64 ,,
