time,client_ip,server_ip,d,connection,mtu,g,raw_ip
[2017/08/23 22:55:56],192.168.0.17/61599,173.231.178.98/443,subj=srv,os=???,14,params=tos:0x08,"raw_sig=4:50+14:0:1460:mss*20,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:56],192.168.0.17/61599,173.231.178.98/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:56],192.168.0.17/61602,69.20.20.10/443,subj=srv,os=???,12,params=tos:0x08,"raw_sig=4:52+12:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:56],192.168.0.17/61602,69.20.20.10/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:56],192.168.0.17/61603,35.186.169.234/443,subj=srv,os=???,3,params=tos:0x08,"raw_sig=4:61+3:0:1420:mss*20,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:56],192.168.0.17/61603,35.186.169.234/443,subj=srv,link=generic tunnel or VPN,1460,,
[2017/08/23 22:55:56],192.168.0.17/61603,35.186.169.234/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),923.08 ,,
[2017/08/23 22:55:56],192.168.0.17/61605,52.200.94.1/443,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:44+20:0:1460:17898,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:56],192.168.0.17/61605,52.200.94.1/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:56],192.168.0.17/61605,52.200.94.1/443,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),941.18 ,,
[2017/08/23 22:55:56],192.168.0.17/61606,8.43.72.21/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:56],192.168.0.17/61606,8.43.72.21/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:56],192.168.0.17/61606,8.43.72.21/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),894.04 ,,
[2017/08/23 22:55:56],192.168.0.17/61607,8.43.72.21/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:56],192.168.0.17/61607,8.43.72.21/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:56],192.168.0.17/61607,8.43.72.21/443,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),925.93 ,,
[2017/08/23 22:55:56],192.168.0.17/61608,8.43.72.21/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:56],192.168.0.17/61608,8.43.72.21/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:56],192.168.0.17/61606,8.43.72.21/443,subj=srv,os=FreeBSD 8.x-9.x,9,params=fuzzy tos:0x08,"raw_sig=4:119+9:0:1460:65535,0:mss,sok,eol+1:df,id+:0"
[2017/08/23 22:55:56],192.168.0.17/61606,8.43.72.21/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:56],192.168.0.17/61608,8.43.72.21/443,subj=srv,os=FreeBSD 8.x-9.x,8,params=fuzzy tos:0x08,"raw_sig=4:120+8:0:1460:65535,0:mss,sok,eol+1:df,id+:0"
[2017/08/23 22:55:56],192.168.0.17/61608,8.43.72.21/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:56],192.168.0.17/61607,8.43.72.21/443,subj=srv,os=FreeBSD 8.x-9.x,9,params=fuzzy tos:0x08,"raw_sig=4:119+9:0:1460:65535,0:mss,sok,eol+1:df,id+:0"
[2017/08/23 22:55:56],192.168.0.17/61607,8.43.72.21/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:56],192.168.0.17/61554,23.23.204.145/80,subj=srv,uptime=132 days 16 hrs 16 min (modulo 198 days),249.48 ,,
[2017/08/23 22:55:58],192.168.0.17/61609,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:58],192.168.0.17/61609,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:58],192.168.0.17/61609,69.172.216.111/443,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),976.20 ,,
[2017/08/23 22:55:58],192.168.0.17/61610,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:58],192.168.0.17/61610,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:58],192.168.0.17/61611,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:58],192.168.0.17/61611,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:58],192.168.0.17/61612,69.172.216.111/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:55:58],192.168.0.17/61612,69.172.216.111/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:55:58],192.168.0.17/61609,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:58],192.168.0.17/61609,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:58],192.168.0.17/61610,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:58],192.168.0.17/61610,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:58],192.168.0.17/61610,69.172.216.111/443,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),1000.00 ,,
[2017/08/23 22:55:58],192.168.0.17/61611,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:58],192.168.0.17/61611,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:58],192.168.0.17/61611,69.172.216.111/443,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),975.00 ,,
[2017/08/23 22:55:58],192.168.0.17/61612,69.172.216.111/443,subj=srv,os=???,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*20,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:55:58],192.168.0.17/61612,69.172.216.111/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:55:58],192.168.0.17/61612,69.172.216.111/443,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),976.74 ,,
[2017/08/23 22:56:06],192.168.0.17/61454,151.101.4.175/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),992.51 ,,
[2017/08/23 22:56:06],192.168.0.17/61537,104.46.101.59/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),992.51 ,,
[2017/08/23 22:56:06],192.168.0.17/61528,52.202.67.35/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),992.51 ,,
[2017/08/23 22:56:06],192.168.0.17/61532,54.243.68.143/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),992.51 ,,
[2017/08/23 22:56:06],192.168.0.17/61547,52.54.233.82/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),992.51 ,,
[2017/08/23 22:56:06],192.168.0.17/61541,52.86.75.14/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),992.39 ,,
[2017/08/23 22:56:06],192.168.0.17/61535,52.44.233.178/443,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),992.51 ,,
[2017/08/23 22:56:06],192.168.0.17/61410,151.101.193.34/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),992.51 ,,
[2017/08/23 22:56:10],2601:588:4001:2bb0:b558:7e72:e180:7c2/61613,2a00:1450:400e:800:0:0:0:2002/80,subj=cli,os=???,0,params=none,"raw_sig=6:64+0:0:1440:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:flow:0"
[2017/08/23 22:56:10],2601:588:4001:2bb0:b558:7e72:e180:7c2/61613,2a00:1450:400e:800:0:0:0:2002/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:10],2601:588:4001:2bb0:b558:7e72:e180:7c2/61613,2a00:1450:400e:800:0:0:0:2002/80,subj=srv,os=???,15,params=tos:0x08,"raw_sig=6:49+15:0:1360:mss*20,8:mss,sok,ts,nop,ws:flow:0"
[2017/08/23 22:56:10],2601:588:4001:2bb0:b558:7e72:e180:7c2/61613,2a00:1450:400e:800:0:0:0:2002/80,subj=srv,link=generic tunnel or VPN,1420,,
[2017/08/23 22:56:10],2601:588:4001:2bb0:b558:7e72:e180:7c2/61613,2a00:1450:400e:800:0:0:0:2002/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),991.74 ,,
[2017/08/23 22:56:10],2601:588:4001:2bb0:b558:7e72:e180:7c2/61613,2a00:1450:400e:800:0:0:0:2002/80,subj=cli,app=???,,params=none,"raw_sig=1:Host,Connection=[keep-alive],User-Agent,Accept=[image/webp,image/apng,image/*,*/*;q=0.8],?Referer,Accept-Encoding=[gzip, deflate],Accept-Language=[en-US,en;q=0.8],?Cookie:Accept-Charset,Keep-Alive:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.101 Safari/537.36"
[2017/08/23 22:56:10],2601:588:4001:2bb0:b558:7e72:e180:7c2/61613,2a00:1450:400e:800:0:0:0:2002/80,subj=srv,uptime=38 days 23 hrs 48 min (modulo 49 days),1000.00 ,,
[2017/08/23 22:56:10],2601:588:4001:2bb0:b558:7e72:e180:7c2/61613,2a00:1450:400e:800:0:0:0:2002/80,subj=srv,app=???,,params=none,"raw_sig=1:P3P=[policyref=""http://googleads.g.doubleclick.net/pagead/gcn_p3p_.xml"", CP=""CURa ADMa DEVa TAIo PSAo PSDo OUR IND UNI PUR INT DEM STA PRE COM NAV OTC NOI DSP COR""],Timing-Allow-Origin=[*],Date,?Pragma,?Expires,?Cache-Control,Content-Type,X-Content-Type-Options=[nosniff],Server,?Content-Length,X-XSS-Protection=[1; mode=block]:Connection,Keep-Alive,Accept-Ranges:cafe"
[2017/08/23 22:56:13],192.168.0.17/61614,74.119.119.69/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:13],192.168.0.17/61614,74.119.119.69/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:13],192.168.0.17/61614,74.119.119.69/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),991.42 ,,
[2017/08/23 22:56:13],192.168.0.17/61615,152.163.66.165/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:13],192.168.0.17/61615,152.163.66.165/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:13],192.168.0.17/61614,74.119.119.69/80,subj=srv,os=???,9,params=tos:0x08,"raw_sig=4:246+9:0:1460:mss*3,0:mss,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:13],192.168.0.17/61614,74.119.119.69/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:13],192.168.0.17/61614,74.119.119.69/80,subj=srv,uptime=3 days 12 hrs 38 min (modulo 49 days),1000.22 ,,
[2017/08/23 22:56:13],192.168.0.17/61615,152.163.66.165/80,subj=srv,os=???,12,params=tos:0x08,"raw_sig=4:243+12:0:1460:8190,3:mss,nop,ws,nop,nop,sok:df,id+:0"
[2017/08/23 22:56:13],192.168.0.17/61615,152.163.66.165/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:13],192.168.0.17/61616,209.208.126.238/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:13],192.168.0.17/61616,209.208.126.238/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:13],192.168.0.17/61616,209.208.126.238/443,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),969.60 ,,
[2017/08/23 22:56:13],192.168.0.17/61616,209.208.126.238/443,subj=srv,os=???,15,params=tos:0x08,"raw_sig=4:49+15:0:1460:mss*20,10:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:13],192.168.0.17/61616,209.208.126.238/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:13],192.168.0.17/61616,209.208.126.238/443,subj=srv,uptime=50 days 5 hrs 15 min (modulo 198 days),250.00 ,,
[2017/08/23 22:56:13],192.168.0.17/61617,209.208.126.239/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:13],192.168.0.17/61617,209.208.126.239/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:13],192.168.0.17/61617,209.208.126.239/443,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),939.39 ,,
[2017/08/23 22:56:13],192.168.0.17/61617,209.208.126.239/443,subj=srv,os=???,15,params=tos:0x08,"raw_sig=4:49+15:0:1460:mss*20,10:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:13],192.168.0.17/61617,209.208.126.239/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:13],192.168.0.17/61617,209.208.126.239/443,subj=srv,uptime=50 days 5 hrs 3 min (modulo 198 days),250.01 ,,
[2017/08/23 22:56:14],192.168.0.17/61618,209.204.228.144/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61618,209.204.228.144/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61618,209.204.228.144/80,subj=cli,uptime=13 days 16 hrs 20 min (modulo 49 days),989.42 ,,
[2017/08/23 22:56:14],192.168.0.17/61619,69.172.216.56/443,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61619,69.172.216.56/443,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61620,52.54.84.53/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61620,52.54.84.53/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61621,52.54.84.53/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61621,52.54.84.53/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61622,52.54.84.53/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61622,52.54.84.53/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61623,70.42.146.148/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61623,70.42.146.148/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61624,70.42.146.148/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61624,70.42.146.148/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61625,70.42.146.148/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61625,70.42.146.148/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61626,63.251.240.12/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61626,63.251.240.12/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61627,63.251.240.12/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61627,63.251.240.12/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61628,63.251.240.12/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61628,63.251.240.12/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61629,52.4.174.137/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61629,52.4.174.137/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61630,52.4.174.137/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61630,52.4.174.137/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61631,23.32.43.249/80,subj=cli,os=Mac OS X,0,params=generic,"raw_sig=4:64+0:0:1460:65535,5:mss,nop,ws,nop,nop,ts,sok,eol+1:df,id+:0"
[2017/08/23 22:56:14],192.168.0.17/61631,23.32.43.249/80,subj=cli,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61618,209.204.228.144/80,subj=srv,os=Linux 3.x,8,params=tos:0x08,"raw_sig=4:56+8:0:1460:mss*10,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:14],192.168.0.17/61618,209.204.228.144/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61620,52.54.84.53/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:14],192.168.0.17/61620,52.54.84.53/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61621,52.54.84.53/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:14],192.168.0.17/61621,52.54.84.53/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61622,52.54.84.53/80,subj=srv,os=???,20,params=tos:0x08,"raw_sig=4:235+20:0:1460:26847,8:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:14],192.168.0.17/61622,52.54.84.53/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61631,23.32.43.249/80,subj=srv,os=???,4,params=tos:0x08,"raw_sig=4:60+4:0:1460:mss*20,5:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:14],192.168.0.17/61631,23.32.43.249/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61631,23.32.43.249/80,subj=srv,uptime=148 days 14 hrs 6 min (modulo 248 days),193.99 ,,
[2017/08/23 22:56:14],192.168.0.17/61619,69.172.216.56/443,subj=srv,os=Linux 3.x,13,params=tos:0x08,"raw_sig=4:51+13:0:1460:mss*10,9:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:14],192.168.0.17/61619,69.172.216.56/443,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61623,70.42.146.148/80,subj=srv,os=Linux 3.x,15,params=tos:0x08,"raw_sig=4:49+15:0:1460:mss*10,7:mss,sok,ts,nop,ws:df:0"
[2017/08/23 22:56:14],192.168.0.17/61623,70.42.146.148/80,subj=srv,link=Ethernet or modem,1500,,
[2017/08/23 22:56:14],192.168.0.17/61623,70.42.146.148/80,subj=cli,uptime=15 days 4 hrs 49 min (modulo 55 days),896.55 ,,
[2017/08/23 22:56:14],192.168.0.17/61624,70.42.146.148/80,subj=srv,os=Linux 3.x,15,params=tos:0x08,"raw_sig=4:49+15:0:1460:mss*10,7:mss,sok,ts,nop,ws:df:0"
